id,domain,source_type,datestamp,content,,
211,adaderana.lk,news website,11/4/2020 0:00,බොරැල්ල පොලිසියේ නිලධාරීන් 41 දෙනෙකුට කොවිඩ් -19 වෛසරය වැළඳී ඇති බවට තහවුරු වී තිබේ. ඒ අනුව කොවිඩ් ආසාදිත පොලිස් නිලධාරීන් සියලුදෙනා මේ වනවිට කළුතර පොලිස් රෝහල වෙත යොමු කිරීමට පියවර ගෙන තිබේ. බොරැල්ල පොලිසිය වෙත සාමාන්‍ය ජනතාවගේ පැමිණීම නවතාදමා ඇති බව වැඩිදුරටත් වාර්තා වෙයි.,,
212,lankaenews.lk,news website,6/16/2020 0:00,"දැනට දින නියම කර ඇති පරිදි සැප්තැම්බර් 7 මෙවර උසස් පෙළ විභාගය පැවැත්වීම දරුවන්ට ආසාධාරණයක් නොවන පරිදි සලකා බලන්නැයි, අධ්‍යාපන අමාත්‍ය ඩලස් අලහප්පෙරුම අධ්‍යාපන ලේකම්වරයාට සහ විභාග කොමසාරි ජනරාල්වරයා ඇතුළු අමාත්‍යාංශ නිලධාරීන්ට උපදෙස් දී තිබෙනවා . ඒ පිළිබඳව නිවේදනයක් නිකුත් කරමින්, අධ්‍යාපන අමාත්‍යාංශය පවසන්නේ, කොරෝනා ව්‍යාප්තිය හේතුවෙන් පාසල් පැවැත්වු දින ගණන සිමා වීම හා විෂය නිර්දේශ ආවරණය කිරිමට නොහැකිවීම හේතුවෙන් උසස් පෙළ සිසුන්ට මුහුණ දීමට සිදුවන අභියෝග සැලකිල්ලට ගනිමින් විභාගය කල් දමන ලෙසට බොහෝ පාර්ශව අධ්‍යාපන අමාත්‍යවරයාගෙන් සහ අමාත්‍යාංශයෙන් ඉල්ලීම් කර ඇති බවය. එසේ කරඇති ඉල්ලීම් විභාගයට මුහුණ දෙන දරුවන්ගේ සාධාරණ අයිතියක් ලෙස සලකා තවදුරටත් විමර්ශනය කරන ලෙස ද අමාත්‍යවරයා උපදෙස් දී තිබෙනවා . එමෙන්ම ලබන මස 06 වනදා පාසල් ආරම්භ වු පසු මෙවර උසස් පෙළට පෙනී සිටින සිසුන්ගේ, එම පන්තිවල ඉගැන්වීම් කරන ගුරුවරු හා විදුහල්පතිවරුගේ යෝජනා පුළුල් වශයෙන් සැලකිල්ලට ගනිමින් විභාගය පැවැත්වෙන දිනය පිළිබඳ අවසන් තීරණය පාසල් ආරම්භ කිරීමෙන් පසු එළඹෙන පළමු සති අන්තයේදීම ප්‍රකාශයට පත් කරන බව අමාත්‍යංශ ලේකම්වරයාගේ අත්සනින් නිකුත් කළ නිවේදනයේ සඳහන් වන්නේ .",,
213,lankacnews.com,news website,10/30/2020 0:00,හදිසියේ රෝගාතුර වීම හේතුවෙන් කිරිබත්ගොඩ රෝහලට ඇතුළත් කිරීමෙන් පසු බියගම පොලිස් ස්ථානාධිපතිවරයා මියගොස් තිබේ. මෙසේ රෝගාතුර වි ඇත්තේ රාජකාරී කටයුත්තකට සහභාගි වී ආපසු පොලිස් ස්ථානය වෙත පැමිණෙමින් සිටියදීය. මේ සම්බන්ධයෙන් පොලිස් මාධ්‍ය ප්‍රකාශක අජිත් රෝහණ මහතා කියා සිටියේ මෙම ස්ථානාධිපතිවරයා නිදන්ගත රෝග කිහිපයකටම ප්‍රතිකාර ලබමින් සිටි බවයි. කෙසේ නමුත් ඔහුගේ මරණයට හේතුව ප්‍රකාශ කළ හැකි වන්නේ පශ්චාත් මරණ පරීක්ෂණයෙන් පසුව බවද ඔහු සඳහන් කළේය.,,
214,aruna.lk,news website,10/31/2020 0:00,"කොවිඩ්-19 වෛරසය ආසාදනය වූ තවත් පුද්ගලයින් 102දෙනෙකු සෞඛ්‍ය අංශ විසින් හදුනාගෙන තිබේ.ඔවුන්ගෙන් 21දෙනෙකු නිරෝධායනය වෙමින් සිටි පුද්ගලයින් වන අතර, අනෙකුත් 81දෙනා ආශ්‍රිතයින් බව රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව සදහන් කරයි.",,
215,roar.media,news website,3/4/2020 0:00,කොරෝනා වෛරසය ලොව පුරා පැතිර යාමත් සමග 2020 තෝකියෝ ඔලිම්පික් උළෙල අවලංගු වීමේ අවදානමක් මතු වී තිබෙනවා.,,
216,hirunews.lk,news website,11/1/2020 0:00,කොරෝනා වෛරසය ආසාදනය වීමේ කිසියම් රෝග ලක්ෂණයක් පෙන්නුම් කළහොත් රෝහල් ගතවීමට පෙර 011 7966366 අංකය ඔස්සේ දැනුම් දෙන ලෙස කොවිඩ් 19 වැළැක්වීමේ ජාතික මධ්‍යස්ථානය දැනුම්දෙනවා.කොවිඩ් 19 පැතිරීම වැළැක්වීමේ ජාතික ක්‍රියාන්විත මධ්‍යස්ථානයේ පැවති විශේෂ මාධ්‍ය හමුවකට එක්වෙමින් සෞඛ්‍ය අමාත්‍යාංශ ලේකම් මේජර් ජෙනරාල් සංජීව මුණසිංහ කියා සිටියේ ඇදිරි නීතිය ක්‍රියාත්මක ප්‍රදේශවල සිටින පුද්ගලයින්ට පී.සී.ආර්. පරීක්ෂණයක් සිදුකර ගැනීමට අවශ්‍ය නම් මෙම අංකයට අමතන ලෙසයි.,,
217,asianmirror.lk,news website,11/1/2020 0:00,"මෙවර විශ්වවිද්‍යාල සඳහා සිසුන් 41500 ක් බඳවා ගන්නා බව විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාව පවසයි.  2019 වර්ෂයේ අ.පො.ස උසස් පෙළ විභාගයට පෙනී සිටි සිසුන් එලෙස බඳවා ගන්නා බවත් පසුගිය වසරට වඩා බඳවා ගන්නා සිසුන් සංඛ්‍යාව 10,000 කින් ඉහළ නංවා ඇති බව ද විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාවේ සභාපති මහාචාර්ය සම්පත් අමරතුංග මහතා සඳහන් කරයි.  වෛද්‍ය පීඨ සඳහා 371 දෙනෙකුත් , ඉංජිනේරු පීඨ සඳහා 405 දෙනෙකුත් යන ආදී වශයෙන් සිසුන් බඳවා ගැනීමට නියමිතයි.  2019 උසස් පෙළ විභාගය සදහා අයදුම්කරුවන් තුන් ලක්ෂ 37, 704 දෙනෙකු පෙනී සිටි අතර නව විෂය නිර්දේශය යටතේ අපේක්ෂකයින් එක්ලක්ෂ 98,229ක් සහ පැරණි විෂය නිර්දේශය යටතේ අපේක්ෂකයන් එක්ලක්ෂ 39,475 දෙනෙකු විභාගයට පෙනී සිටියහ.",,
218,divaina.lk,news website,10/9/2020 0:00,සංවිධානාත්මක අපරාධ කල්ලි නායකයෙකු වන ජනිත මධුසංක හෙවත් පොඩි ලැසී මෙම මස 16 වැනිදා තෙක් යළි රිමාන්ඞ් බන්ධනාගාරගත කෙරේ.,,
219,adaderana.lk,news website,10/30/2020 0:00,මහව පොලිස්වසමේ කැත්තපහුව ප්‍රදේශයේ නිවසක් වෙත පැමිණි තිදෙනෙකුගෙන් යුත් කණ්ඩායමක් PCR පරීක්ෂණ සිදුකරන මුවාවෙන් එම නිවසේ තිබූ පවුම් තුනහමාරක පමණ ස්වර්ණාභරණ කොල්ලකා ඇතැයි පොලීසිය පවසයි. ඊයේ (29) සවස 3.30 පමණ මහජන සෞඛ්‍ය පරීක්ෂකවරුන් ලෙස පවසා ඔවුන් එම කොල්ලය සිදුකර ඇතැයි පොලිස් මාධ්‍ය ප්‍රකාශක  නියෝජ්‍ය පොලිස්පති නීතිඥ අජිත් රෝහණ සඳහන් කළේය. PCR පරීක්ෂණ සිදුකළ යුතු බව පවසා යම් බෙහෙත් පෙත්තක් අදාළ නිවැසියන්ට පානය කිරීමට සැලැස්වීමෙන් පසු එම මංකොල්ලය සිදුකර ඇතැයි වාර්තා වේ. එය පානය කිරීමෙන් පසු සිදුවු කිසිවක් නිවැසියන්ට මතක නොමැති අතර  ඔවුන්ට සිහිය ලැබී ඇත්තේ අද (30) උදෑසන බව පොලිස් මාධ්‍ය ප්‍රකාශකවරයා පැවසීය. වැඩිදුරටත් අදහස් දක්වන නියෝජ්‍ය පොලිස්පති නීතිඥ අජිත් රෝහණ මහතා  “නිවැසියන් පවසන ආකාරයට කාන්තාවක් වැනි අයෙක් ද සිටි බව වාර්තාවෙනවා මේ තිදෙනා අතර. ඉන්පසුව PCR පරීක්ෂණ සිදුකිරීමට යැයි පවසා යම් පෙත්තක් ඔවුන්ට ලබා දී ඇති බවට වාර්තාවෙනවා. එය පානය කිරීමට. ඉන් පසුව සිදුවූ දෙයක් නිවැසියන් දන්නේ නැහැ. නමුත් අද දින උදෑසන තමයි ඔවුන් නැවත් අවදිවී තිබෙන්නේ. එම අවස්ථාවේ දී බලනවිට ඔවුන්ගේ පවුම් තුනහාමරක පමණ ස්වාර්ණාභරණ රැගෙන ගොස් ඇති බව තමයි වාර්තා වෙන්නේ. විශේෂයෙන් මේ පිළිබඳව මහජන සෞඛ්‍ය පරික්ෂකවරුන් මෙන්ම වෛද්‍ය ක්ෂේත්‍රයේ වෛද්‍යවරුන්ගෙන් විමසූ අවස්ථාවේ දී ඔවුන් පවසන්නේ PCR පරීක්ෂණ ලබා ගැනමේදී කිසිම අවස්ථාවක යම් පෙත්තක් හෝ වෙනත් දෙයක් අදාළ පුද්ගලයින්ට ලබා නොදෙන බවයි. ඒ නිසා පැහැදිලිවම මෙය කොල්ලකෑමක් බවට අනාවරණය වෙනවා. ඒ සම්බන්ධයෙන් මහව පොලීසි විශේෂ විමර්ශනයක් ආරම්භ කර තිබෙනවා. විශේෂයෙන්ම රටේම ජනතාවට දැනුම්දෙන්නේ මේ වසංගත අවස්ථාවේ රට අවදානම සිටින අවස්ථාවේ මෙවැනි වංචනික පුද්ගලයින්  අවස්ථාවාදී පුද්ගලයින් මේ සමාජයේ ඉන්නට පුළුවන්. ඒ නිසා ඔවුන්ගෙන් ප්‍රවේසම්වන්න.“,,
220,aruna.lk,news website,10/28/2020 0:00,"රජය මගින් ක්‍රියාත්මක කොවිඩ් වෛරස ව්‍යාප්තිය වැළැක්වීමේ වැඩසටහන් හා සමගාවීව අනෙකුත් රාජ්‍ය සේවාවන් ද බාධාවකින් තොරව පවත්වා ගෙන යාමේ අවශ්‍යතාවය පැනනැගී ඇත.රාජ්‍ය සේවා, පළාත් සභා හා පළාත් පාලන අමාත්‍යාංශයේ ලේකම් ජේ. ජේ. රත්නසිරි මහතා සඳහන් කරයි.නිවේදනයක් නිකුත්කරමින් සඳහන් කරන්නේ පවතින තත්ත්වය පිළිබඳ අවධානය යොමුකොට කැපවීමෙන් යුතුව තමන්ගේ රාජකාරී උපරිමයෙන් ඉටුකිරීමට සියලු රජයේ නිලධාරීන් අවධානය යොමුකළ යුතු බවයිතවද කොවිඩ් පාලනය සඳහා රජයේ ආයතන ප්‍රධානීන් විසින් අනුගමනය කළ යුතු උපදෙස් අතුළත් කරමින් ජනාධිපති ලේකම් විසින් නිතුක් කළ 2020 අප්‍රේල් මස 15 වැනි දිනැති අංක PS/GPA/චක්‍රලේඛන/20/2020 චක්‍රලේඛය සහ 2020 මැයි මස 14 දිනැති අංක PS/GPAචක්‍රලේඛන/21/2020 චක්‍රලේඛය වෙත අවදානය යොමුකර එම චක්‍රලේඛයන්හි සඳහන් උපදෙස් පරිදි නිලධාරීන් සේවයට කැඳවීම සහ ආයතන පවත්වාගෙන යාම කළ යුතු බව ඔහු පවසයි.“එකී චක්‍රලේඛයන්හි සඳහන් පරදි රජයේ නිලධාරීන්ගේ සහ මහජනතාවගේ සෞඛ්‍ය ආරක්ෂාව සඳහා අනුගමනය කළ යුතු සියලු සෞඛ්‍ය උපදෙස් අනුගමනය කළ යුතු බවද මෙයින් දන්වා සිටිමි,“ යනුවෙන් රාජ්‍ය සේවා, පළාත් සභා හා පළාත් පාලන අමාත්‍යාංශයේ ලේකම්වරයා සඳහන් කරනවා.",,
221,adaderana.lk,news website,11/4/2020 0:00,මෙරට හිටපු සුපිරි ක්‍රිකට් ක්‍රීඩකයෙකුවන සනත් ජයසූරියට අන්තර්ජාතික ක්‍රිකට් කවුන්සිලය විසින් පනවා තිබූ සම්බාධක කාලය අවසන් වී තිබේ. ICCය විසින් මේ සම්බන්ධයෙන් සනත් ජයසූරියට දන්වා ඇති අතර ඔහු නිවේදනයක් නිකුත් කරමින් මේ බව තහවුරු කරයි. ඒ අනුව සනත් ජයසූරියට යළිත් වරක් ක්‍රිකට් ක්‍රීඩාවට අදාළ කටයුතු සඳහා සහභාගී වීමේ අවස්ථාව උදා වෙයි. මෙරටින් බිහිවූ විශිෂ්ට ක්‍රිකට් ක්‍රීඩකයෙකු වන සනත් ටෙරාන් ජයසූරිය එක්දින ජාත්‍යන්තර තරග 445කදී ශතක 28ක් සහ අර්ධ ශතක 68ක් ද සමග රැස්කරගෙන ඇති ලකුණු සංඛ්‍යාව 13 430කි. මීට අමතරව ටෙස්ට් තරග 110කදී ලකුණු 6973ක් රැස්කරගෙන ඇති ජයසූරිය එහිදී ශතක 14ක් සහ අර්ධ ශතක 31ක් ලබාගෙන තිබේ.,,
222,newshub.lk,news website,11/5/2020 0:00,"ලබන වසරේ පෙබරවාරි මස 28 වැනිදාට හෝ ඊට පෙර 2019/2020 තක්සේරු වර්ෂ සඳහා වන ආදායම් වාර්තා ගොනු කරන්නේ නම්, නියමිත දිනට වාර්තා ගොනු නොකිරීමට අදාළ දඩ පැනවිමක් සිදු නොකරන බව දේශීය ආදායම් දෙපාර්තමේන්තුව සදහන් කරයි.
ඊට අදාළ අවසන් දිනය මේ මස 30 වැනිදා වුවද දැනට පවතින තත්ත්වය මත බදු ගෙවන්නන්ට සහ ගණකාධිකාරිවරුන්ට එම දිනය වන විට අදායම් වාර්තා ගොනු කිරිමට අපහසු විම හේතුවෙන් ඉහත දිනය ලබා දි තිබේ.",,
223,lankaenews.lk,news website,10/5/2020 0:00,"තවත් කොරෝනා ආසාදිතයින් 13ක් හඳුනා ගෙන ඇතැයි රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව පවසනවා . ඒ අනුව, මිනුවන්ගොඩ කර්මාන්ත ශාලාව ආශ්‍රිත කොරෝනා පොකුරින් වාර්තා වන ආසාදිතයින් සංඛ්‍යාව 101 දක්වා ඉහළ ගොස් තිබෙනවා .",,
224,aruna.lk,news website,10/29/2020 0:00,කොරෝනා වෛරසය ආසාදිත යැයි සැක සහිත රෝගියෙක් කළුතර නාගොඩ මහරෝහලේ ප්‍රතිකාර ලබමින් සිටියදී අද(28) අලුයම පලාගොස් තිබේ.එම රෝගියා පැය හතරකට පසු අද( 29) මහ වස්කඩුව ප්‍රදේශයේදී සොයා ගැනීමට හැකි වූ බව කළුතර උතුර පොලිසිය කියයි.මෙම පුද්ගලයා රෝගී තත්ත්වයක් හේතුවෙන් ඊයේ (28) නාගොඩ මහ රෝහලේ වාට්ටුවකට ප්‍රතිකාර සඳහා ඇතුළත් කර සිට ඇත.වයස අවුරුදු 38 වන එම පුද්ගලයා අද පෙරවරු 7.30 ට පමණ නාගොඩ රෝහලින් පලාවිත් මතුගම සිට කලුතර දක්වා ධාවනය වන බස් රථයකින් කළුතර නගරයට පැමිණ ඉන් අනතුරුව ගාල්ල සිට කොළඹ දක්වා ධාවනය වන බස් රථකින් වාඩියමංකඩ ප්‍රදේශයට පැමිණ නිවස කරා පාගමනින් යමින් සිටියදී ලද තොරතුරක් අනුව සොයා ගැනීමට හැකි වූ බව පොලිස් නිලධාරියෙක් පැවැසීය.අදාල සැක සහිත රෝගී පුද්ගලයා ගමන් ගත් බව කියන බස් රථ දෙක සොයා ගැනීම සඳහා විමර්ශන සිදුකරන බව කළුතර උතුරු පොලිසිය සඳහන් කරයි.රෝහලින් පලා ආ සැක සහිත රෝගියා තදින් මත්ද්‍රව්‍යවලට ඇබ්බැහි වූවෙකු බව පොලිසිය කියයි.,,
225,gosip.hirufm.lk,news website,10/19/2020 0:00,"සාරංග දිසාසේකර සහ දිනක්ෂි ප්‍රියසාද් කියන්නේ, යොවුන් පරපුරේ ජනප්‍රිය මෙන්ම දක්ෂ රංගන ශිල්පීන් දෙදෙනෙකු කියලා කවුරුත් දන්නවා නේ. මේ දෙන්නා මීට මාස කිහිපයකට ඉහතදී සිය ඥාතීන් සහ මිත්‍රයින් ඉදිරියේ විවාහ ජීවිතයට එළඹුණා.කොහොම වුණත් මේ විවාහය ගැන සමාජ මාධ්‍යවල විවිධ අදහස් පවා පල වුණා. මොවුන් දෙපළ විසින් මුහුණුපොතට එකතු කරන ඡායාරූපවලට සාරංගගේ අතීත ඡායාරූප කොමෙන්ට් ලෙස පළ කිරීමත් බොහෝ අය පුරුද්දක් ගෙන ඉන්නවා. ඒ වගේ පැරණි පින්තූරයක් කොමෙන්ටුවක් විදිහට දාපු කෙනෙකුට සාරංග දිසාසේකර හරි අපූරු උත්තරයක් දීලා තිබුණා.",,
226,asianmirror.lk,news website,11/5/2020 0:00,"ලංකාවේ කොරෝනා රෝගී ව්‍යාප්තිය ජී.පී.එස්. තාක්‍ෂණය යටතේ සිතියම්ගත කිරීමේ ක්‍රමවේදයක් මෙම සතිය තුළ ඇති නොකරන්නේ නම් සෞඛ්‍ය අමාත්‍යාංශයේ තාක්‍ෂණික කමිටුවලට සක්‍රීය දායකත්වය දැක්වීමෙන් ඉවත් වන බව රජයේ වෛද්‍ය නිලධාරීන්ගේ සංගමයේ සංස්කාරක වෛද්‍ය හරිත අලුත්ගේ මහතා ඊයේ (4) පැවසීය. එසේ නොකරන්නේ නම් තාක්‍ෂණික කමිටුවල සිටීමේ තේරුමක් නොමැති බැවින් රජයේ වෛද්‍ය නිලධාරීන්ගේ සංගමයේ විධායක කමිටුව රැස්වී මෙම තීරණය ගත් බව ද හෙතෙම සඳහන් කළේය. කොරෝනා වයිරස ව්‍යාප්තිය පාලනය කිරීමට අදාළව නිවැරදිම තීරණ ගත හැක්කේ දිනපතා වාර්තාවන රෝගීන් සිතියම් ගත වුවහොත් පමණක් බව කී වෛද්‍ය හරිත අලුත්ගේ මහතා මෙම සිතියම් ක්‍ෂේත්‍රයේ සිට යතාවත් කිරීම නිවැරදිම ක්‍රමවේදය යැයි ද සඳහන් කළේය. කොරෝනා රෝගීන් වාර්තා වන ආකාරය ජී.පී.එස්. තාක්‍ෂණය යටතේ සිතියම්ගත කළහොත් රටේ වැඩිම අවදානම ඇත්තේ කුමන පළාතේද දිස්ත්‍රික්කයේද, ප්‍රාදේශීය ලේකම් කොට්ඨාශයේද, ග්‍රාම නිලධාරී වසමේ ද ආදී වශයෙන් මනාව අවබෝධ කරගෙන හුදෙකලා කළ යුතු ස්ථාන ආදිය සම්බන්ධයෙන් වඩාත් නිවැරදි තීරණ ගැනීමට හැකිවන බව ද අලුත්ගේ මහතා පැවසීය.",,
227,aruna.lk,news website,10/29/2020 0:00,පාර්ලිමේන්තුව ආවරණය කළ මුද්‍රිත මාධ්‍ය ආයනතනයක මාධ්‍යවේදියෙකුට කොවිඩ් 19 වෛරසය ආසාදනය වී ඇති බව වාර්තා වේ.ඔහු පෞද්ගලික රෝහලකින් පලමු පි.සි.ආර් පරීක්ෂණය සිදු කර ඇති අතර එහිදී ඔහුට කොවිඩ් 19 වෛරසය ආසාදිත බවට තහවුරු වී තිබේ.ඒ අනුව ලබන සතියේ පාර්ලිමේන්තු වාර්තාකරණය ආවරණය කිරීම මාධ්‍ය වෙත විවෘත නොකිරීමට වේත්‍රධාරී නරේන්ද්‍ර ප්‍රනාන්දු මහතා මේ වන විට තීරණය කර ඇති බවයි වාර්තා වේ.කෙසේ වෙතත් අදාළ මාධ්‍යවේදියාගේ දෙවන පී.සී.ආර් පරීක්ෂණය රජයේ රෝහලකින් සිදු කිරීමට නියමිත අතර එහි වාර්තාව ලැබීමෙන් පසුව පාර්ලිමේන්තුව ආවරණය කළ මාධ්‍යවේදීන් ස්වයං නිරෝධායනයට ලක්විය යුතුද නැද්ද යන්න සම්බන්ධයෙන් තීරණයක් ගැනීමට නියමිතයි.,,
228,newsfirst.lk,news website,10/26/2020 0:00,COLOMBO (News 1st) – 2019 අධ්‍යන පොදු සහතික පත්‍ර උසස් පෙළ විභාගයේ විශ්වවිද්‍යාල ප්‍රවේශ කඩඉම් ලකුණු අන්තර්ජාලයට මුදාහැර තිබේ. කඩඉම් ලකුණු ugc.ac.lk වෙබ් අඩවිය වෙත පිවිසීමෙන් ලබා ගත හැකියි එක් එක් දිස්ත්‍රික්කයෙන් විවිධ විශ්වවිද්‍යාලයන්හි එක් එක් අධ්‍යන පාඨමාලාවට ඇතුලත් වීමට අවශ්‍ය අවම “Z” ලකුණු පහත පරිදි වේ.,,
229,hirunews.lk,news website,11/3/2020 0:00,"පළමු වරට මෙරට විශ්වවිද්‍යාල සඳහා අතිරික්ත සිසුන් දස දහසකට වැඩි සංඛ්‍යාවක් බඳවාගැනීමට තීරණය කර ඇති බව විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාවේ සභාපති මහාචාර්ය සම්පත් අමරතුංග ප්‍රකාශ කළා. එමෙන්ම, මේ වනවිට තැපෑල අක්‍රියව පැවතීම හේතුවෙන් කඩඉම් ලකුණු අනුව විශ්වවිද්‍යාල පාඨමාලා සහ තමන් තෝරාගත් විශ්වවිද්‍යාලය වෙනස් කිරීමට අපේක්ෂා කරන්නේ නම් ඒ පිළිබඳව විද්‍යුත් තැපෑල හරහා අභියාචනා ඉදිරිපත් කරන ලෙසයි විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාවේ සභාපතිවරයා ඉල්ලා සිටියේ. ඒ සඳහා www.ugc.ac.lk වෙබ් අඩවිය හෝ ඍජුවම [email protected] යන විද්‍යුත් ලිපිනය ඔස්සේ අභියාචනා ඉදිරිපත් කිරීමට සිසුන්ට අවස්ථාව සැලසෙනවා.මේ අතර සෞඛ්‍ය නිර්දේශ මත, තුන්වන පාසල් වාරය ආරම්භ කිරීම තවත් සති දෙකකින් කල් දමන බව අධ්‍යාපන අමාත්‍යාංශ ලේකම් මහාචාර්ය කපිල පෙරේරා ප්‍රකාශ කළා. පාසල් ආරම්භවීමට නියමිතව තිබුණේ ලබන 09 වනදායි.කෙසේ වෙතත්, අන්තර්ජාලය ඔස්සේ සහ දුරස්ථ ක්‍රමවේදයන්ට අනුව විෂය නිර්දේශ ඉගැන්වීමේ කටයුතු සිදුකරන බවයි අමාත්‍යාංශ ලේකම්වරයා කියා සිටියේ.",,
230,gosip.hirufm.lk,news website,10/23/2020 0:00,කොරෝනා වෛරසය ආසාදිත පුද්ගලයන් 10 දෙනෙකු හඳුනාගනීමත් සමඟ බේරුවල ධීවර වරාය නැවත දැනුම් දෙනතුරු වසා දැමීමට තීරණය කළ බව එහි කළමනාකරු පැවසුවා. මෙලෙස කොරෝනා ආසාදනය වී ඇත්තේ බේරුවල ධීවර වරායේ සිට පෑලියගොඩ මත්ස්‍ය වෙලදපොළ වෙත මසුන් රැගෙන ගිය ලොරි රථ රියදුරන් හා සහායක පුද්ගලයින් 10 දෙනෙකුට බවයි සඳහන් වන්නේ. ඊයේ දිනයේ බේරුවල ධීවර වරාය පරිශ්‍රයේදී පුද්ගලයන් 100 දෙනෙකු සඳහා සිදුකල PCR පරීක්ෂණවලදීයි මේ බව අනාවරණ වී ඇත්තේ...,,
231,lankaenews.lk,news website,7/12/2020 0:00,"13 දිනෙන් ඇරඹෙන සතිය පාසල් නිවාඩු සතියක් ලෙස අධ්‍යාපන අමාත්‍යාංශය ප්‍රකාශ කර තිබෙනවා . ඒ අනුව 13, 14, 15, 16 සහ 17 යන දිනයන් පාසැල් නිවාඩු දිනයන් ලෙස අධ්‍යාපන අමාත්‍යාංශය ප්‍රකාශයට පත්කර තිබෙනවා .",,
232,adaderana.lk,news website,11/4/2020 0:00,"කොවිඩ් -19 වෛරසය රට තුළ පාලනය කළ යුතු සේම රට විවෘත කර තැබීමද වැදගත් බව ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා පවසයි. ජනාධිපතිවරයා පෙන්වා දෙන්නේ තීන්දු තීරණ ගැනීමේදී සමස්ථ ක්‍රියාවලිය කෙරෙහිම අවධානය යොමු කරමින් නිවරැදි තීරණ ගත යුතුව ඇති බවය. ජනාධිපතිවරයා මේ බව සඳහන් කළේ කොවිඩ් -19 වෛරසය රට තුළ පාලනය කිරීම සම්බන්ධයෙන් පැවැති සාකච්ඡාවකදීය. ""කොවිඩ් රෝගීන් සමග ඝෘජුව සම්බන්ධතා පවත්වන සෞඛ්‍ය අංශ නිලධාරීන් කොවිඩ් රෝගයට ගොදුරු නොවන්නේ ඇයි. ඒ අය හරියට මාස්ක් එක දානවා. නිවරැදිව අත් හෝදනවා. නිවරැදි ක්‍රම අනුගමනය කරනවා. මේක තමයි අපි සමාජයට දෙන්න ඕනේ. මේවා කළොත් කිසි ප්‍රශ්නයක් නැතුව රට දුවන්න පුළුවන්. ජනතාව අවධානයෙන් ඉන්නවා නම් රටක් දුවන්න හැකියි. මාසේ පඩිය ගන්න අයට ගාණක් නෑ රට වැහුවම. හැබැයි ස්වයංරැකියා කරන අයට බිස්නස්කරන අයට දවස් 10ක් වැහුවොත් සමහරවිට ඒ පාඩුව පියව ගන්න අවුරුද්දක් යයි. අපිට බෑ එක පැත්තක් ගැන විතරක් හිතලා තීරණ ගන්න."" යනුවෙන් ද ජනාධිපතිවරයා පැවසීය.",,
233,ada.lk,news website,11/1/2020 0:00,"හෙට සිට නැවැත දැනුම් දෙන තුරු ආගමන හා විගමන දෙපාර්තමේන්තුවේ බත්තරමුල්ල ප්‍රධාන කාර්යාලය වෙත ජනතාව පැමිණිම තාවකාලිකව අත්හිටුවා ඇත. කෙසේ වෙතත් අත්‍යාවශ්‍ය සේවාවන් සඳහා රාජකාරි දිනවල පෙ.ව 8 සිට ප.ව 4.30 දක්වා දුරකථන අංක මගින් හෝ ඊමේල් මගින් ආදාළ සම්බන්ධ කර උපදෙස් ලබා ගැනිමේ හැකියාව පවතින බව එම දෙපාර්තමේන්තුව දැනුම් දෙයි. කෙසේ වෙතත් මහනුවර,වවුනියාව,මාතර,සහ කුරුණෑගල යන ප්‍රාදේශිය කාර්යාලවල අත්‍යාවශ්‍ය අවස්ථාවලදි ගමන් බලපත්‍ර ලබාදිම සඳහා විවෘතව තැබෙන බවද ආගමන හා විගමන දෙපාර්තමේන්තුව සඳහන් කරයි.",,
234,aruna.lk,news website,10/30/2020 0:00,"රට වසා දැමීමේ අවදානමෙන් වැළැකීමට නම් අවදානම් කලාපවල සංචරණ සීමා දැඩිව ක්‍රියාත්මක කළ යුතු බව රජයේ වෛද්‍ය නිලධාරීන්ගේ සංගමයේ සංස්කාරක වෛද්‍ය හරිත අලුත්ගේ මහතා පවසයි.අවදානම් කලාපවල සංචරණ සීමා සියයට අසූවකින් වත් ක්‍රියාත්මක කළ යුතු බව ඔහු සදහන් කරයි.පී.සී.ආර්. සාම්පල 20,000ක් පමණ ශීතාගාරවල සිරවී තිබීම සහ පී.සී.ආර්. පරීක්ෂණ ප්‍රතිඵල ප්‍රමාදවීමෙන් ඉන් කිසිදු ප්‍රතිඵලයක් නොමැති බව වෛද්‍ය හරිත අලුත්ගේ මහතා කියයි.එමෙන්ම අහඹු ලෙස පී.සී.ආර්. පරීක්ෂණ කළ යුතු බවත්, එසේ නොමැති වුවහොත් රටම දැඩි අවධානමක පත්වන බව රජයේ වෛද්‍ය නිලධාරීන්ගේ සංගමයේ සංස්කාරක වෛද්‍ය හරිත අලුත්ගේ මහතා වැඩිදුරටත් සදහන් කරයි.",,
