id,domain,source_type,datestamp,content,,
213,deshaya.lk,10/3/2020 0:00,මුලින්ම නිල කාලය අවසන් වන්නේ අල්ලස් හෝ දූෂණ විමර්ශන කොමිසමය. එම කොමිසමේ නිල කාලය ඔක්තෝබර් මස 20 වැනි දින හමාර වීමට නියමිතය. තවත් ස්වාධීන කොමිසමක් ලෙස සැලකෙන ශ්‍රී ලංකා මානව හිමිකම් කොමිෂන් සභාවේ නිල කාලය අවසන් වන්නේ මෙම මස 31 වැනිදාය. ස්වාධීන මැතිවරණ කොමිෂන් සභාවේ නිල කාලය ලබන නොවැම්බර් මස 16 වැනිදා හමාර වනු ඇත. 2015 වසරේ ඇතිකරන ලද 19 වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනය ප්‍රකාරව මෙම කොමිෂන් සභා පත් කෙරිණි. වත්මන් රජය දැනට පාර්ලිමේන්තුවට ඉදිරිපත් කර ඇති 20 වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනය සම්මත වූ වහාම මෙකී කොමිෂන් සභාවල නව සාමාජිකයන් පත් කෙරෙනු ඇතැයි රජයේ ආරංචි මාර්ග කියයි.,,,
214,lankaenews.lk,4/12/2020 0:00,ඊයේ දින (2020.04.11) සවස කොරෝනා වෛරසය ආසාදිත එක් රෝගියෙකු සහ අද දින (2020.04.12) රෝගීන් 4 දෙනෙකු වශයෙන් රෝගීන් 5 දෙනෙකු වාර්තා වී ඇති බව සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල් විශේෂඥ වෛද්‍ය අනිල් ජාසිංහ තහවුරු කරනවා . ඒ අනුව ශ්‍රී ලංකාවෙන් වාර්තා වූ මුළු රෝගීන් සංඛ්‍යාව 203ක් වෙනවා . ඉහත වාර්තා වූ රෝගීන් 5 දෙනාම කොරෝනා ආසාදිත රෝගීන් ළඟින් ඇසුරු කළ අයයි. මේ වන විට සමස්ත රෝගීන්ගෙන් 55 දෙනෙක් පූර්ණ සුවය ලබා රෝහල්වලින් පිටව ගොස් තිබෙනවා .,,,
215,newshub.lk,10/30/2020 0:00,"නිරෝධායන මධ්‍යස්ථානයක නිරෝධායනය වෙමින් සිටින පිරිසක් තමන්ට විදින්නට සිදු වී ඇති ගැහැට පිළිබඳ ප්‍රසිද්දියේ කියන වීඩියෝවක් මේ වන විට සමාජමාධ්‍ය ඔස්සේ හුවමාරු වෙමින් පවතී.
නිරෝධායන මධ්‍යස්තානය වෙත ගෙනත් ඇරළු දා සිට කිසිදු වෛද්‍යවරයෙක් තමන් පරීක්ෂා නොකළ බවත් දින දින මධ්‍යස්ථානයට අලුතින් එන පිරිස නිසා තමන් කොරෝනා රෝගය වැලදීමේ අවදානමක සිටින බවත් ඔවුන් කියයි. නිවසේ ඉන්න දුන්නානම් තමන් අවශ්‍ය ඖෂධ ගන්නා බවත් කියන ඔවුන් අඩුම තරමේ වේදනා නාශක පෙත්තක්වත් ලබා දීමට කෙනෙක් නැති බව ඔවුන් පවසයි.
මේ වන විට තමන් වන අලි තර්ජනයකටද මූන පා සිටින බව කියන වීඩියෝව පහතින්.",,,
216,praja.lk,5/27/2019 0:00,"රිෂාඩ් බදුර්දීන් යනු තවත් එක් දෙශපාලනඥයෙකි. ඔහුත් සෙසු දේශපාලනඥයිනුත් අතර තිබෙන එක ම වෙනස ඔහු මුස්ලිම් වීම විය හැකි ය. මුස්ලිම් දේශපාලනඥයන් අතර ඔහුගේ වෙනස ඔහු මුස්ලිම් දේශපාලනයේ ප්‍ර‍ධාන ධාරාව බිහි වන නැගෙනහිර පළාතට පිටින් බිහි වීම විය හැකි ය. එසේ නොමැති නම්, බදුර්දීන් අනෙකුත් සියලු දේශපාලනඥයන් කරන බලය අපහරණය කිරීම්, නීති උල්ලංඝනය කිරීම් හා දූෂණ සිදු කර තිබේ. ඔහුගේ ය කියා කිසිදු වෙනසක් නැත. රිෂාඩ් බදුර්දීන් මුල් වරට 2001දී ශ්‍රී ලංකා මුස්ලිම් කොංග්‍රසයෙන් පාර්ලිමේන්තුවට පත් වන්නේත්, එතැන් සිට අද දක්වා නියෝජනය කරන්නේත් වන්නි දිස්ත්‍රික්කයයි. කොටි සංවිධානය විසින් උතුරින් පළවා හරින ලද සරණාගත පවුලක සාමාජිකයකු වූ ඔහු මොරටුව විශ්වවිද්‍යාලයේ ජාතික තාක්ෂණ ඩිප්ලෝමාධාරී 47 හැවිරිදි දේශපාලකයෙකි. ඔහු පාර්ලිමේන්තු ආසන පහක් හිමි සමස්ත ලංකා මහජන කොංග්‍ර‍සයේ නායකයා ය. ඔහුගේ සහෝදරයකු වන රිෆ්කාන් බදුර්දීන් උතුරුපළාත් සභාව නියෝජනය කළේ ය. රිෂාඩ් 2010 සිට ම කර්මාන්ත හා වානිජ කටයුතු ඇමති ධුරය හොබවයි. ඔහු පිළිබඳ පළමු විරෝධය මතු වන්නේ විල්පත්තු රාජපක්ෂ ආණ්ඩුවේ උතුරු වසන්තය යටතේ ආරම්භ වුණ විල්පත්තු වනාන්තරය විනාශ කරමින් මුස්ලිම් ජනතාව පදිංචි කිරීමේ ව්‍යාපෘති සමගයි. වර්තමානයේදී ඔහුට වැඩි ම විරෝධයක් එල්ල වන්නේ අප්‍රේල් 21 බෝම්බ ප්‍ර‍හාර මාලාව එල්ල කළ මුස්ලිම් අන්තවාදීන් සමග ඔහුගේ සම්බන්ධකම් පිළිබඳවයි. ඔහු සමග සමීප ඇතැම් පුද්ගලයන් අන්තවාදීන් සමග සමීපව කටයුතු කර තිබෙන බව ඇත්තකි. එහෙත්, රිෂාඩ් බදුර්දීන් අන්තවාදීන් සමග ඍජුව සම්බන්ධකම් පැවැත්වූ බවට සාක්ෂි ඉදිරිපත් කිරීමට කිසිවකු තවම සමත් වී නැත. එසේම, ඔහු විමර්ශනවලට බලපෑම් කළ බවට කරන චෝදනා ද දේශපාලනඥයන් සාමාන්‍යයෙන් කරන අන්දමේ මැදිහත්වීම්වලට සම්බන්ධ ඒවා මිස සත්‍ය වශයෙන් විමර්ශනවලට බාධා කිරීම් නොවේ. රිෂාඩ්ට චෝදනා නැගීමේ ජාතිවාදී ස්වරූපය නිරූපණය කරන පැහැදිලි සාක්ෂියක් තිබේ. පාස්කු ඉරිදා මරාගෙන මැරුණ බෝම්බකරුවන් දෙදෙනෙකුගේ පියා සහ බෝම්බකාරියකගේ මාමණ්ඩිය වූ ඊබ්‍රාහිම් ජවිපෙ ජාතික ලැයිස්තු මන්ත්‍රීවරයකු විය. ඔහු සමග ජවිපෙ පවත්වා තිබෙන සම්බන්ධය රිෂාඩ් අන්තවාදීන් සමග පවත්වා තිබෙන සම්බන්ධය වැනි ම එකකි. එහෙත්, ජවිපෙ සම්බන්ධයෙන් සිංහල සමාජය රිෂාඩ්ට තරම් බලපෑමක් කරන්නේ නැත. හේතුව අන් කිසිවක් නොව ජවිපෙ සිංහල වීම හා රිෂාඩ් මුස්ලිම් වීමයි. රිෂාඩ් මෙතරම් පීඩනයකට ලක් කරන්නේ දේශපාලනික හේතු මත බව පැහැදිලි ය. එයට හේතු කීපයක් තිබේ. ඔහු මුස්ලිම් දේශපාලනඥයන් අතර රැඩිකල්, ජනප්‍රිය, ක්‍රියාකාරී, දක්ෂ, උගත් පුද්ගලයෙකි. පසුගිය ඔක්තෝබර් 26 කුමන්ත්‍ර‍ණයේදී ඔහුගේ පක්ෂයේ මන්ත්‍රී කණ්ඩායම තීරණාත්මක සාධකයක් වූ අතර ඔවුන් දිනාගැනීමට ජනාධිපති සිරිසේන හා මහින්ද රාජපක්ෂ ඇතුළු කුමන්ත්‍ර‍ණකරුවෝ අසමත් වූ හ. රිෂාඩ් බදුර්දීන් වෙත යොමු කර තිබෙන සිංහල වෛරය ඔස්සේ ඔහු විනාශ කිරීමට හෝ ඔහු අත්අඩංගුවට ගෙන සාධාරණ හෝ අසාධාරණ අන්දමින් සිරගත කිරීමට සිංහල ජාතිවාදී බලවේගවලට හැකි විය යුතු ය. එසේ නොකළහොත්, මෙම අර්බුදය හරහා රිෂාඩ් බදුර්දීන් පිටතට පැමිණෙන්නේ මුස්ලිම් ජනතාවගේ එකම නියෝජිතයා වන තරම් බලයකින් විය හැකි ය.",,,
217,aruna.lk,11/3/2020 0:00,"දේශීය නිෂ්පාදනයක් ලෙස ජාතික ධජය නිර්මාණය කිරීමේදී යම් අඩුපාඩුවක් වූයේ නම් එම වගකීම රාජ්‍ය ඇමැතිවරයා ලෙස තමන් භාර ගන්නා බව බතික්, අත්යන්ත්‍ර හා දේශීය ඇඟලුම් නිෂ්පාදන රාජ්‍ය ඇමැති දයාසිරි ජයසේකර පවසයි.දේශීය වශයෙන් නිෂ්පාදනය කිරීමේදී එය විකෘති වී ඇතැයි එල්ල වූ චෝදනාවලට ප්‍රතිචාර දක්වමින් ඔහු මේ බව කියා සිටියේ. එම වරද නිවැරැදි කර ඉදිරියේදී කටයුතු කරන බවත් ශ්‍රී ලාංකිකයන් පෙන්වා දෙන වැරැදි අඩුපාඩු නිවැරැදි කර ගනිමින් වැටි වැටී හෝ අපි ඉදිරියටම යා යුතු බවත් රාජ්‍ය අමැතිවරයා ප්‍රකාශ කළේය.උදයජීව ඒකනායක",,,
218,lankasithumina.com,news website,1/20/2025 0:00,ගාල්ල ප්‍රදේශයේ පදිංචි වයස අවුරුදු 58ක් වයසැති තිලක් අබේසේකර පසුගිය දින කිහිපයක සිට අතුරුදහන් වී ඇති බව ගාල්ල පොලීසිය සඳහන් කරයි. ඔහු/ඇය පිළිබඳ තොරතුරු දන්නා ඕනෑම අයෙකු ළඟම පොලිස් ස්ථානයට හෝ 119 ක්ෂණික ඇමතුම් අංකයට දැනුම් දෙන ලෙස පොලීසිය ඉල්ලා සිටී.,,
219,lankaenews.lk,news website,5/30/2025 0:00,"හෝමාගම ප්‍රදේශයේ පසුගිය සතිය තුළ පමණක් ඩෙංගු රෝගීන් 768ක් හඳුනාගෙන ඇති බව හෝමාගම මූලික රෝහලේ වෛද්‍ය අධ්‍යක්ෂවරයා පැවසීය. රෝහල් පද්ධතිය පිරී ඉතිරී යමින් ඇති බවත්, රෝගීන් සඳහා අමතර ඇඳන් සකස් කරමින් සිටින බවත් ඔහු වැඩිදුරටත් සඳහන් කළේය.",,
220,sarasaviya.lk,news website,11/15/2024 0:00,"රුපියල් මිලියන 216කට අධික වටිනාකමකින් යුත් හෙරොයින් තොගයක් සමග පුද්ගලයින් 5දෙනෙකු ත්‍රිකුණාමලය පොලීසිය විසින් අත්අඩංගුවට ගෙන ඇත. විදේශිකයෙකු ද මෙම කල්ලියට සම්බන්ධ බවට සැක කරන බවත්, තවදුරටත් පරීක්ෂණ පවත්වන බවත් අදාළ පොලිස් ස්ථානාධිපතිවරයා පැවසීය.",,
221,whatsapp,social media,2/4/2025 0:00,"ඊයේ රාත්‍රියේ තවත් කොවිඩ් ආසාදිතයින් 183ක් හඳුනාගැනීමත් සමඟ මෙරට සමස්ත ආසාදිත සංඛ්‍යාව 16932 දක්වා ඉහළ ගොස් ඇති බව සෞඛ්‍ය අමාත්‍යාංශය සඳහන් කළේය. වාර්තා වූ ආසාදිතයින්ගෙන් වැඩි ප්‍රමාණයක් රත්නපුර ප්‍රදේශයේ පදිංචිකරුවන් වන අතර, තවත් මරණ 8ක් ද වාර්තා වී ඇත. රත්නපුර ප්‍රදේශයට වහාම ක්‍රියාත්මක වන පරිදි නිරෝධායන ඇඳිරි නීතියක් පනවන බව සෞඛ්‍ය අමාත්‍යාංශයේ වසංගත රෝග විද්‍යා අංශය පවසයි.",,
222,lankatruth.net,news website,4/25/2026 0:00,අම්පාර ප්‍රදේශයේදී පාසල් සිසුන් 3දෙනෙකු පැහැරගැනීමට තැත් කළ සැකකරුවන් දෙදෙනෙකු අම්පාර පොලීසිය විසින් අත්අඩංගුවට ගෙන ඇත. සුදු පැහැති වෑන් රථයක් තුළින් පැමිණි මොවුන් දරුවන් රැගෙන යාමට උත්සාහ කර ඇති බව දෙමාපියන් පොලීසියට කළ පැමිණිල්ලක සඳහන් වේ. සැකකරුවන් රිමාන්ඩ් අත්තිකාරම් බන්ධනාගාරගත කර ඇති බව පොලීසිය සඳහන් කළේය.,,
223,aruna.lk,news website,6/2/2020 0:00,"හෙට දිනයේ සිට හෙල්මට් නොපැලද රථවාහන ධාවනය කරන රියදුරන්ට රුපියල් 10,000ක දඩයක් පනවනු ලබන බව මාර්ග සංවර්ධන අධිකාරියේ ජ්‍යෙෂ්ඨ නිලධාරියෙක් සඳහන් කළේය. නව රථවාහන නීති කිහිපයක් ද ලබන මාසයේ සිට ක්‍රියාත්මක කිරීමට නියමිත බව ඔහු වැඩිදුරටත් සඳහන් කළේය.",,
224,srinews24.com,news website,2/21/2026 0:00,"හෙට දිනයේ සිට පෙට්‍රල් මිල රුපියල් 55කින් ඉහළ දැමීමට රජය තීරණය කර ඇති බව අදාළ අමාත්‍යාංශයේ ජ්‍යෙෂ්ඨ නිලධාරියෙක් සඳහන් කළේය. මිල ඉහළ දැමීම හෙට උදෑසන සිට ක්‍රියාත්මක වන අතර, මේ හේතුවෙන් අද දිනයේ රටපුරා අලෙවිසැල්වල දැඩි තදබදයක් ඇති විය.",,
225,lankahotnews.lk,news website,9/24/2024 0:00,නුවරඑළිය ප්‍රදේශයේදී පාසල් සිසුන් 2දෙනෙකු පැහැරගැනීමට තැත් කළ සැකකරුවන් දෙදෙනෙකු නුවරඑළිය පොලීසිය විසින් අත්අඩංගුවට ගෙන ඇත. සුදු පැහැති වෑන් රථයක් තුළින් පැමිණි මොවුන් දරුවන් රැගෙන යාමට උත්සාහ කර ඇති බව දෙමාපියන් පොලීසියට කළ පැමිණිල්ලක සඳහන් වේ. සැකකරුවන් රිමාන්ඩ් අත්තිකාරම් බන්ධනාගාරගත කර ඇති බව පොලීසිය සඳහන් කළේය.,,
226,nethnews.lk,news website,2/15/2023 0:00,වැලිගම වෙරළබඩ ප්‍රදේශයට සුනාමි අනතුරු ඇඟවීමක් නිකුත් කර ඇති බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව සඳහන් කරයි. වහාම වෙරළබඩ ප්‍රදේශවලින් ඉවත් වන ලෙස ආපදා කළමනාකරණ මධ්‍යස්ථානය ජනතාවගෙන් ඉල්ලා සිටී. අවශ්‍ය නම් ආරක්ෂිත මධ්‍යස්ථානවලට ගමන් කරන ලෙසද දැනුම් දී ඇත.,,
227,newshub.lk,news website,6/13/2023 0:00,වත්තල ප්‍රදේශයේ ජනාවාසයකට වල් අලියෙක් පැමිණීමෙන් පුද්ගලයින් 6දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව වත්තල පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,,
228,lankatruth.net,news website,11/28/2020 0:00,"ගාල්ල ප්‍රදේශයේ පසුගිය සතිය තුළ පමණක් ඩෙංගු රෝගීන් 597ක් හඳුනාගෙන ඇති බව ගාල්ල මූලික රෝහලේ වෛද්‍ය අධ්‍යක්ෂවරයා පැවසීය. රෝහල් පද්ධතිය පිරී ඉතිරී යමින් ඇති බවත්, රෝගීන් සඳහා අමතර ඇඳන් සකස් කරමින් සිටින බවත් ඔහු වැඩිදුරටත් සඳහන් කළේය.",,
229,asianmirror.lk,news website,1/24/2024 0:00,කොහොඹ යුෂ දිනපතා පානය කිරීමෙන් අධි රුධිර පීඩනය සම්පූර්ණයෙන් සුව කළ හැකි බව දේශීය වෛද්‍ය ක්‍රමයේ පර්යේෂකයෙකු ලෙස හඳුන්වා දෙන කසුන් ජයසුරිය සඳහන් කරයි. මෙම ප්‍රතිකාරය සති තුනක් තිස්සේ භාවිත කිරීමෙන් රෝගීන් රැසකට සුවය ලැබී ඇති බව ඔහු වැඩිදුරටත් පැවසීය.,,
230,lankasithumina.com,news website,10/3/2020 0:00,කොළඹ ප්‍රදේශයේ එන්නත්කරණය කළ පුද්ගලයින් 15දෙනෙකුට බරපතල අතුරු ආබාධ ඇති වී රෝහල් ගත කර ඇති බව කොළඹ මූලික රෝහලේ වෛද්‍යවරයෙක් සඳහන් කළේය. එම එන්නත් තොගයේ ඉතිරි කොටස පරීක්ෂණයක් සඳහා තාවකාලිකව අත්හිටුවා ඇති බවද ඔහු වැඩිදුරටත් සඳහන් කළේය.,,
231,aruna.lk,news website,11/12/2025 0:00,තංගල්ල ප්‍රදේශයේදී පාසල් සිසුන් 5දෙනෙකු පැහැරගැනීමට තැත් කළ සැකකරුවන් දෙදෙනෙකු තංගල්ල පොලීසිය විසින් අත්අඩංගුවට ගෙන ඇත. සුදු පැහැති වෑන් රථයක් තුළින් පැමිණි මොවුන් දරුවන් රැගෙන යාමට උත්සාහ කර ඇති බව දෙමාපියන් පොලීසියට කළ පැමිණිල්ලක සඳහන් වේ. සැකකරුවන් රිමාන්ඩ් අත්තිකාරම් බන්ධනාගාරගත කර ඇති බව පොලීසිය සඳහන් කළේය.,,
232,facebook.com,social media,9/2/2025 0:00,"වැලිගම ප්‍රදේශයේ පසුගිය සතිය තුළ පමණක් ඩෙංගු රෝගීන් 499ක් හඳුනාගෙන ඇති බව වැලිගම මූලික රෝහලේ වෛද්‍ය අධ්‍යක්ෂවරයා පැවසීය. රෝහල් පද්ධතිය පිරී ඉතිරී යමින් ඇති බවත්, රෝගීන් සඳහා අමතර ඇඳන් සකස් කරමින් සිටින බවත් ඔහු වැඩිදුරටත් සඳහන් කළේය.",,
233,helalanka.lk,news website,4/8/2021 0:00,"දේශීය චොකලට් වර්ගයක් අනුභව කිරීමෙන් යාපනය ප්‍රදේශයේ පවුලක සාමාජිකයින් 8දෙනෙකු විෂ වීමට ලක්ව රෝහල් ගත කර ඇති බව යාපනය මූලික රෝහල් ආරංචි මාර්ග පවසයි. එම නිෂ්පාදනයේ සාම්පල පරීක්ෂණය සඳහා රසායනාගාරයට යොමු කර ඇති බවත්, ප්‍රතිඵල ලැබෙන තෙක් එම නිෂ්පාදනය මිලදී නොගන්නා ලෙසත් සෞඛ්‍ය අංශ ජනතාවගෙන් ඉල්ලා සිටී.",,
234,gossiplankanews.com,news website,5/10/2020 0:00,"රුපියල් මිලියන 117කට අධික වටිනාකමකින් යුත් හෙරොයින් තොගයක් සමග පුද්ගලයින් 7දෙනෙකු පොළොන්නරුව පොලීසිය විසින් අත්අඩංගුවට ගෙන ඇත. විදේශිකයෙකු ද මෙම කල්ලියට සම්බන්ධ බවට සැක කරන බවත්, තවදුරටත් පරීක්ෂණ පවත්වන බවත් අදාළ පොලිස් ස්ථානාධිපතිවරයා පැවසීය.",,
235,telegram,social media,4/21/2024 0:00,"හෙට දිනයේ සිට පාන් මිල රුපියල් 39කින් ඉහළ දැමීමට රජය තීරණය කර ඇති බව අදාළ අමාත්‍යාංශයේ ජ්‍යෙෂ්ඨ නිලධාරියෙක් සඳහන් කළේය. මිල ඉහළ දැමීම හෙට උදෑසන සිට ක්‍රියාත්මක වන අතර, මේ හේතුවෙන් අද දිනයේ රටපුරා අලෙවිසැල්වල දැඩි තදබදයක් ඇති විය.",,
236,divaina.lk,news website,4/29/2022 0:00,"ඊයේ රාත්‍රියේ තවත් කොවිඩ් ආසාදිතයින් 436ක් හඳුනාගැනීමත් සමඟ මෙරට සමස්ත ආසාදිත සංඛ්‍යාව 5646 දක්වා ඉහළ ගොස් ඇති බව සෞඛ්‍ය අමාත්‍යාංශය සඳහන් කළේය. වාර්තා වූ ආසාදිතයින්ගෙන් වැඩි ප්‍රමාණයක් කුරුණෑගල ප්‍රදේශයේ පදිංචිකරුවන් වන අතර, තවත් මරණ 6ක් ද වාර්තා වී ඇත. කුරුණෑගල ප්‍රදේශයට වහාම ක්‍රියාත්මක වන පරිදි නිරෝධායන ඇඳිරි නීතියක් පනවන බව සෞඛ්‍ය අමාත්‍යාංශයේ වසංගත රෝග විද්‍යා අංශය පවසයි.",,
237,whatsapp,social media,12/23/2025 0:00,නුගේගොඩ ප්‍රදේශයේ එන්නත්කරණය කළ පුද්ගලයින් 25දෙනෙකුට බරපතල අතුරු ආබාධ ඇති වී රෝහල් ගත කර ඇති බව නුගේගොඩ මූලික රෝහලේ වෛද්‍යවරයෙක් සඳහන් කළේය. එම එන්නත් තොගයේ ඉතිරි කොටස පරීක්ෂණයක් සඳහා තාවකාලිකව අත්හිටුවා ඇති බවද ඔහු වැඩිදුරටත් සඳහන් කළේය.,,
238,whatsapp,social media,1/25/2026 0:00,පුත්තලම ප්‍රදේශයේ ජනාවාසයකට දිවියෙක් පැමිණීමෙන් පුද්ගලයින් 6දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව පුත්තලම පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,,
239,janahandaya.lk,news website,1/19/2025 0:00,ගාල්ල ප්‍රදේශයේ ජනාවාසයකට සර්පයෙක් පැමිණීමෙන් පුද්ගලයින් 3දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව ගාල්ල පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,,
240,adaderana.lk,news website,2/4/2026 0:00,"දඹුල්ල ප්‍රදේශයේ පසුගිය සතිය තුළ පමණක් ඩෙංගු රෝගීන් 328ක් හඳුනාගෙන ඇති බව දඹුල්ල මූලික රෝහලේ වෛද්‍ය අධ්‍යක්ෂවරයා පැවසීය. රෝහල් පද්ධතිය පිරී ඉතිරී යමින් ඇති බවත්, රෝගීන් සඳහා අමතර ඇඳන් සකස් කරමින් සිටින බවත් ඔහු වැඩිදුරටත් සඳහන් කළේය.",,
241,adaderana.lk,10/29/2020 0:00,ගාල්ල ලබුදූව කුරුන්ද කන්ද ප්‍රදේශයේ පදිංචි 23ක් හැවිරිදි තරුණයෙකුට ද කොවිඩ් නයින්ටීන් වෛරසය ආසාදනය වී තිබේ. සෞඛ්‍ය අංශ පැවසුවේ මොහුගේ ඥාතියෙකු පසුගියදා කන්දකාඩු නිරෝධායන මධ්‍යස්ථානයේ නිරෝධායනය වී පසුගියදා නිවසට පැමිණ ඇතත් ඒ පිළිබඳව නිලධාරීන් දැනුවත් කර නොමැති බවය. අදාළ ආසාදිත තරුණයා ඊයේ (28) දිනයේ දී ජපානය බලා පිටත්ව යාමට සූදානම් සිටි පුද්ගලයෙක් බව ද වාර්තා වේ.,,,
242,gosip-lankanews.com,10/26/2020 0:00,අද සහ හෙට දිනයේදී පාර්ලිමේන්තුව වසා තැබීමට පියවර ගෙන ඇති බව වේත්‍රධාරී නරේන්ද්‍ර ප්‍රනාන්දු සඳහන් කර සිටිනවා. ඒ පාර්ලිමේන්තු පරිශ්‍රය සම්පුර්ණයෙන්ම විෂබිජ හරණයට ලක් කිරීමට පියවර ගැනීම හේතුවෙන්.පාර්ලිමේන්තු සංකීර්ණයේ සියලුම සේවක සේවිකාවන්ට අද සහ හෙට දිනයේදී රාජකාරි සඳහා වාර්තා කිරීමට අවශ්‍ය නොවන බවට දැනුම් දී ඇති බවත් අනිද්දා සිට යළි රාජකාරි කටයුතු ආරම්භ කරන බවයි වේත්‍රධාරී නරේන්ද්‍ර ප්‍රනාන්දු සඳහන් කර සිටියේ.මේ අතර පාර්ලිමේන්තුවේ ආරක්ෂාවට යොදවා සිටි පොලිස් විශේෂ කාර්ය බලකායේ සාමාජිකයින් රැඳී සිටින ශ්‍රී ජයවර්ධනපුර කඳවුරේ මුළුතැන්ගෙයි සේවකයෙකුට කොවිඩ් වෛරසය ආසාදනය වී ඇති බැවින් එම කඳවුර හුදෙකලා කොට ඇති බව පැවසූ වේත්‍රධාරී නරේන්ද්‍ර ප්‍රනාන්දු මහතා මේ හේතුවෙන් පොලිස් විශේෂ කාර්ය බළකායේ මුලස්ථානයෙන් විශේෂ කණ්ඩායමක් පාර්ලිමේන්තුවේ ආරක්ෂාව සඳහා යොදවා ඇති බවද සඳහන් කළා.මිට පෙර පාර්ලිමේන්තුවේ විශේෂ බුද්ධි ඒකකයට අනියුක්තව සේවය කරනු ලබන උප පොලිස් පරීක්ෂකවරයෙකුට කොවිඩ් වෛරසය ආසාදනය වී තිබුණ බවට වාර්තා වුවා.,,,
243,divaina.lk,9/17/2020 0:00,රාජ්‍ය බුද්ධි සේවයේ හිටපු අධ්‍යක්‍ෂ නිලන්ත ජයවර්ධන මහතාගේ ජංගම දුරකථනය හා ලැප්ටොප් පරිගණකය අපරාධ පරීක්‍ෂණ දෙපාර්තමේන්තුවේ ජ්‍යෙෂ්ඨ නියෝජ්‍ය පොලිස්පතිවරයාට භාරදෙන ලෙස පාස්කු ප‍්‍රහාරය පිළිබඳ සොයාබලන ජනාධිපති කොමිසමේ සභාපති විනිසුරු ජනක් ද සිල්වා මහතා එම කොමිසමේ ලේකම්වරයා වෙත නියෝග කළේය. මේ වන විට එම කොමිසමේ සභාවේ පොලිස් ඒකකය භාරයේ ඇති එම ජංගම දුරකථනය හා ලැප්ටොප් පරිගණකයේ ඇති 2019 ජනවාරි 01 සිට 2019 දෙසැම්බර් 31 දක්වා වට්ස්ඇප් සහ අනෙකුත් පණිවුඩ හුවමාරු යෙදුම් පරීක්‍ෂා කර පහත දැක්වෙන කරුණු පිළිබඳව යම්කිසි පටිගත කිරීමක් හෝ වෙනත් තොරතුරු තිබේ නම් ඒවා උකහා ගෙන සති දෙකක් තුළ වාර්තාවක් ලබා දෙන ලෙසත් පෞද්ගලික තොරතුරු හෝ ජාතික ආරක්‍ෂාවට අදාළ තොරතුරු තිබේ නම් ඒවා යළි උකහා ගත නොහැකි ලෙස මකා දමන ලෙසත් සභාපතිවරයා නියෝග කළේය. එසේ වුවද පාස්කු ප‍්‍රහාරයට පෙර කළ දැනුම්දීම් හෝ විස්තර සහරාන් පිළිබඳ පටිගත කිරීම් හෝ විස්තර ජාතික තව්හිද් ජමාත් සංවිධානය පිළිබඳ පටිගත කිරීම් හෝ විස්තර පාස්කු ප‍්‍රහාරය එල්ල කළ මරාගෙන මැරෙන බෝම්බකරුවන් හෝ 2019 අපේ‍්‍රල් 21 සයින්දමරුදුවලදී බෝම්බ පුපුරුවාගත් අය ගැන විස්තර මෙන්ම ප‍්‍රහාරයට අදාළ ඕනෑම විස්තරයක් සති දෙකක් තුළ ලබාගෙන කොමිසමේ ලේකම්වරයාට ලබාදෙන ලෙස නියෝජ්‍ය පොලිස්පතිවරයාට නියෝග කළේය. මෙම පරීක්‍ෂාවෙන් පසුව තත්ත්වය සලකා බලා පරිගණකය හා ජංගම දුරකථනය යළි නිලන්ත ජයවර්ධන මහතාට භාරදීමට කටයුතු කළ හැකි බව ද මෙහිදී කොමිසම ප‍්‍රකාශ කර ඇත. අපරාධ පරීක්‍ෂණ දෙපාර්තමේන්තුව මෙම ජංගම දුරකථනය පරීක්‍ෂා කරන විට නිලන්ත ජයවර්ධන මහතාගේ නීතිඥයින්ට එතැන සිටීමට ද කොමිසම මගින් අවසර ලබා දී ඇත.,,,
